early_watch_score,homebuyer_fit_category,auction_year,parcel_number,situs_address,use_description,use_code,bed_bath_status,land_value,improvement_value,total_assessed_value,assessed_value_caution,amount_due,tax_years,certificate_listed_flag,publication_listed_flag,final_order_flag,sold_flag,current_stage_note,homebuyer_fit_note,next_due_diligence_step,ocr_review_required_flag,ocr_repair_applied_flag,ocr_review_reasons,source_page_refs,source_filenames
57,Likely residential home,2026,00373001201802,"19803 FILBERT DR BOTHELL, WA 98012-9603",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,516800.0,149400.0,666200.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $26,629.95",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p4-5,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,30061000102900,"11920 W ENGEBRETSEN RD GRANITE FALLS, WA 98252-9688",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,464500.0,220700.0,685200.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $26,169.22",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p40-41,05_ 051426- Certificate of Delinquency (1).pdf
57,Likely residential home,2026,00441500301300,"7329 229TH ST SW EDMONDS, WA 98026-8525",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,500000.0,193400.0,693400.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $23,844.54",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p9-10,05_ 051426- Certificate of Delinquency (1).pdf
50,Unknown / needs assessor check,2026,00612600000500,"30029 411TH AVE NE ARLINGTON, WA 98223-9278",Vacation Cabins -Real,198.0,Not yet loaded; future assessor enrichment needed.,76200.0,71200.0,147400.0,"Lower assessed-value signal; still verify structure, condition, access, and occupancy.",,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $5,197.39",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,Insufficient property-type signal; needs assessor lookup before screening.,"Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p21,05_ 051426- Certificate of Delinquency (1).pdf
50,Condo / attached residential,2026,00908300200700,"4133 156TH ST SW UNIT 7 LYNNWOOD, WA 98087-8951",Single Family Residence Condominium Multiple,143.0,Not yet loaded; future assessor enrichment needed.,65000.0,458000.0,523000.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $19,787.83",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Condo/attached housing may fit the flexible target; verify HOA, financing, occupancy, rental restrictions, and special assessments.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p26,05_ 051426- Certificate of Delinquency (1).pdf
50,Condo / attached residential,2026,00873500720300,"5500 HARBOUR POINTE BLVD UNIT G203 MUKILTEO, WA 98275-5158",Single Family Residence Condominium Multiple -Real,143.0,Not yet loaded; future assessor enrichment needed.,65000.0,485000.0,550000.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $18,025.98",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Condo/attached housing may fit the flexible target; verify HOA, financing, occupancy, rental restrictions, and special assessments.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p25,05_ 051426- Certificate of Delinquency (1).pdf
50,Condo / attached residential,2026,00929702200400,"14007 69TH DR SE UNIT Z4 SNOHOMISH, WA 98296-7687",Single Family Residence Condominium Multiple -Real,143.0,Not yet loaded; future assessor enrichment needed.,120000.0,471500.0,591500.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $26,951.80",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Condo/attached housing may fit the flexible target; verify HOA, financing, occupancy, rental restrictions, and special assessments.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p26,05_ 051426- Certificate of Delinquency (1).pdf
50,Condo / attached residential,2026,01127900100100,19718 68TH AVE W UNIT A LYNNWOOD 98036-5965,Coml Condo - Services -Real,506.0,Not yet loaded; future assessor enrichment needed.,527700.0,95700.0,623400.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $22,826.14",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Condo/attached housing may fit the flexible target; verify HOA, financing, occupancy, rental restrictions, and special assessments.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p28-29,05_ 051426- Certificate of Delinquency (1).pdf
50,Condo / attached residential,2026,00891201000100,"16606 35TH AVE SE UNIT 10-A MILL CREEK, WA 98012-6165",Single Family Residence Condominium Common Wal -Real,142.0,Not yet loaded; future assessor enrichment needed.,184100.0,447000.0,631100.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $26,350.03",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Condo/attached housing may fit the flexible target; verify HOA, financing, occupancy, rental restrictions, and special assessments.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p25-26,05_ 051426- Certificate of Delinquency (1).pdf
50,Condo / attached residential,2026,01089600600500,"2115 201ST PL SE UNIT F5 BOTHELL, WA 98012",Single Family Residence Condominium Multiple -Real,143.0,Not yet loaded; future assessor enrichment needed.,120000.0,560000.0,680000.0,Higher assessed-value signal; may still be viable depending on auction price.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $28,680.13",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Condo/attached housing may fit the flexible target; verify HOA, financing, occupancy, rental restrictions, and special assessments.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p28,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,01078600006200,"5808 116TH ST NE MARYSVILLE, WA 98271",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,290000.0,416700.0,706700.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $21,448.06",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p27-28,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,28051800301300,"716 94TH ST SE EVERETT, WA 98208-3720",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,429200.0,278000.0,707200.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2022 - 2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $37,489.67",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p32-33,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,00395100001200,"5328 91ST ST NE MARYSVILLE, WA 98270-2640",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,290000.0,418900.0,708900.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $20,539.40",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p6,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,00524400000801,"6603 226TH ST SW MOUNTLAKE TERRACE, WA 98043",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,499800.0,222100.0,721900.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $26,501.47",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p15-16,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,00403800006701,"9725 164TH ST SE SNOHOMISH, WA 98296-7036",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,532000.0,191100.0,723100.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $33,131.92",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p7,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,00403800000905,"9601 164TH ST SE SNOHOMISH, WA 98296-7036",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,582900.0,152200.0,735100.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $33,439.27",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p6-7,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,32042200101300,"2802 280TH ST NW STANWOOD, WA 98292-6452",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,496200.0,239200.0,735400.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2022 - 2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $30,693.85",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p41-42,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,28051700309600,"9734 27TH AVE SE, EVERETT, WA 98208",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,442200.0,312800.0,755000.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2022 - 2026 Amount due as of May 14th, 2026: $8,428.17",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p32,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,00596300002500,"4404 243RD PL SW MOUNTLAKE TERRACE, WA 98043-5830",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,513500.0,247800.0,761300.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2022 - 2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $29,407.27",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p19-20,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,00667400003200,"16927 28TH DR SE BOTHELL, WA 98012-6536",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,545900.0,217200.0,763100.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $32,535.29",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p22,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,01026900200800,"22316 151ST PL SE MONROE, WA 98272-8414",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,345100.0,423600.0,768700.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $16,648.69",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p27,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,00391800000400,22122 92ND AVE W EDMONDS 98020-4502,Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,657000.0,119300.0,776300.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $25,906.56",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p6,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,00669700007500,"14614 47TH PL W LYNNWOOD, WA 98087-1859",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,537000.0,240000.0,777000.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2022 - 2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $36,674.32",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p23,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,30052800402700,"6506 ARMAR RD MARYSVILLE, WA 98270-4435",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,800000.0,0.0,800000.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $22,755.61",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p40,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,00372900600105,"2619 156TH ST SW LYNNWOOD, WA 98087-6324",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,620000.0,214200.0,834200.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $32,697.86",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p4,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,32080100400900,"38425 SWEDE HEAVEN RD ARLINGTON, WA 98223-9228",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,721500.0,117800.0,839300.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $27,672.91",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p42,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,00422900001800,"18805 89TH AVE W EDMONDS, WA 98026-5912",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,737000.0,210400.0,947400.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $30,114.37",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p7-8,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,00755200001800,22619 7TH DR SE BOTHELL 98021-8274,Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,570000.0,380300.0,950300.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2022 - 2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $43,498.26",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p24,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,00381900000400,"14230 FRANS DR STANWOOD, WA 98292-9124",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,885500.0,128200.0,1013700.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $38,144.51",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p6,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,00456000001000,"17504 72ND AVE W EDMONDS, WA 98026-5105",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,1068700.0,272900.0,1341600.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $41,028.70",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p10,05_ 051426- Certificate of Delinquency (1).pdf
50,Likely residential home,2026,00509500004800,"14820 2ND AVE W, LYNNWOOD, WA 98087-2101",2 Single Family Residences -Real,112.0,Not yet loaded; future assessor enrichment needed.,2646100.0,45400.0,2691500.0,High assessed-value signal; likely less aligned with affordability unless unusual circumstances apply.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $111,314.10",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p14-15,05_ 051426- Certificate of Delinquency (1).pdf
45,Unknown / needs assessor check,2026,00526100508400,"52309 STAHMER PL INDEX, WA 98256",Vacation Cabins -Real,198.0,Not yet loaded; future assessor enrichment needed.,222500.0,53700.0,276200.0,Moderate assessed-value signal; verify market value and financing constraints.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $8,788.09",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,Insufficient property-type signal; needs assessor lookup before screening.,"Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p16,05_ 051426- Certificate of Delinquency (1).pdf
45,Likely residential home,2026,00543500000602,"2018 137TH DR SE SNOHOMISH, WA 98290-9744",Manufactured Home (Owned Site) -Real,118.0,Not yet loaded; future assessor enrichment needed.,355300.0,14600.0,369900.0,Moderate assessed-value signal; verify market value and financing constraints.,,"2021 - 2022 - 2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $18,463.48 SUBJECT TO: CERTIFIED PERSONAL PROPERTY",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p17,05_ 051426- Certificate of Delinquency (1).pdf
45,Likely residential home,2026,00604700002003,"32124 MOUNTAIN LOOP HW GRANITE FALLS, WA 98252-9512",Single Family Residence - Detached -Real,111.0,Not yet loaded; future assessor enrichment needed.,240900.0,161600.0,402500.0,Moderate assessed-value signal; verify market value and financing constraints.,,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $4,077.13 SUBJECT TO: STILLAGUAMISH FLOOD CONTROL",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Potentially closest to first-time-homebuyer house target; verify bedrooms, bathrooms, condition, occupancy, and financing constraints.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p20,05_ 051426- Certificate of Delinquency (1).pdf
43,Vacant / land-like,2026,29073300100800,"23830 WOODS CREEK RD SNOHOMISH, WA 98290",Undeveloped (Vacant) Land -Real,910.0,Not yet loaded; future assessor enrichment needed.,108200.0,0.0,108200.0,"Lower assessed-value signal; still verify structure, condition, access, and occupancy.",,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $5,990.30",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Could be interesting only with parcel due diligence; not a first-time-homebuyer dwelling without buildability, utilities, access, and permitting review.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p37-38,05_ 051426- Certificate of Delinquency (1).pdf
43,Vacant / land-like,2026,29073300100400,"23624 WOODS CREEK RD SNOHOMISH, WA 98290",Undeveloped (Vacant) Land -Real,910.0,Not yet loaded; future assessor enrichment needed.,116200.0,0.0,116200.0,"Lower assessed-value signal; still verify structure, condition, access, and occupancy.",,"2023 - 2024 - 2025 - 2026 Amount due as of May 14th, 2026: $6,350.05",True,False,False,False,Certificate-stage only so far; monitor for publication/final-order movement.,"Could be interesting only with parcel due diligence; not a first-time-homebuyer dwelling without buildability, utilities, access, and permitting review.","Look up parcel in Assessor/SCOPI; verify situs, property class, beds/baths, building sqft, year built, occupancy, access, utilities/septic, liens, and whether the parcel remains active.",False,False,,05_ 051426- Certificate of Delinquency (1).pdf:p37,05_ 051426- Certificate of Delinquency (1).pdf
